rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_name,sentiment,word_count,text_clean,cluster,sentiment_group
5.0,Good value for money,"Didn't try it on my self, but the taser sounds mean! The flashlight could be more bright.",[],B00R5J1BXY,B00R5J1BXY,AFLO644HIIZ7QNE3MWPAGT2IWWBA,1558434780608,0,True,"SABRE 2-in-1 Stun Gun with Flashlight and Belt Holster, Emits 1.60 Powerful Pain Inducing Microcoulombs (µC) Charge, 120 Lumen LED Flashlight, Rubberized Grip, Compact Design, Rechargeable",2,17,"didn't try it on my self, but the taser sounds mean! the flashlight could be more bright.",0,Positive
5.0,Good purchase,Good selection of flies. Nice case. Good price.,[],B0721XQPS6,B0721XQPS6,AHHOATWGCYTPPDGBPZGMLIALP3KA,1604765468272,0,True,"FISHINGSIR Fly Fishing Flies Kit - 64/100/110/120pcs Handmade Fly Fishing Lures - Dry/Wet Flies,Streamer, Nymph, Emerger with Waterproof Fly Box",2,8,good selection of flies. nice case. good price.,5,Positive
5.0,Beautiful bottle and good quality!!!,Beautiful bottle and good quality. I love the encouragement message it has to help you drink more water and stay healthy.  I’ll definitely recommend it!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0894HCFDV,B081CVNTF3,AFP6FI7EKDC4ESNR3EJD7KWKTSLQ,1654888574765,0,True,"Elvira 32oz Motivational Fitness Sports Water Bottle with Time Marker & Removable Strainer,Fast Flow,Flip Top Leakproof Durable BPA Free Non-Toxic",2,25,beautiful bottle and good quality. i love the encouragement message it has to help you drink more water and stay healthy. i’ll definitely recommend it!,2,Positive
5.0,Nice and durable.,Nice and durable.,[],B01MDVJ89Z,B09D3GSLRZ,AE372LKUJP23G6HBYFG35DLSTL5A,1555682153703,0,True,"Cartman 6 Pack 1""x18"" Soft Loop Motorcycle Tie Down Straps 3600lbs Load Capacity Tie-Down Loops for Secure Trailering of Bikes, ATV, Lawn Equipment, Orange",2,3,nice and durable.,3,Positive
5.0,"Easy to install, excellent action",The spring returns quickly but not so forcefully as to damage the tender parts.  Actual weight with uncut cable and remote is 719.6 g.  I recommend this for any budget-minded build.,[],B06XZQ6YGX,B06XZ7TPZ6,AF4L67525MYGBEUFIXYFXJUSJYSA,1509891781087,3,True,"Cascade Dropper Post, 125/150/170mm Travel, External Routing",2,31,the spring returns quickly but not so forcefully as to damage the tender parts. actual weight with uncut cable and remote is 719.6 g. i recommend this for any budget-minded build.,5,Positive
5.0,Hours of fun,My grandson loves this!!,[],B077SMJH59,B077SMJH59,AFL4LIPUSZUQ3VG3QEWBHQAIT7WA,1557242187826,2,True,Sportspower MSC-84MFT-WM Bounce Pro 7' My First Trampoline Hexagon or Kids,2,4,my grandson loves this!!,3,Positive
5.0,Love the look and my shoes grip very well,The title pretty much says it all. Happy with these yes,[],B07GNMSNQM,B083PW52GK,AHN4BAAZRWDSOPIZLTSBCE3G6VUA,1641330821829,0,True,"MZYRH Mountain Bike Pedals, Ultra Strong Colorful CNC Machined 9/16"" Cycling Sealed 3 Bearing Pedals",2,11,the title pretty much says it all. happy with these yes,3,Positive
5.0,Surprisingly sturdy,"Yeah, I agree with other reviews - the instructions could be more detailed, but overall I'm happy with this stand. To my surprise, it is very sturdy; even the top bit with a hook doesn't move at all.",[],B07QCRXD13,B09TVJRHG6,AFPIGOGXMZDFWMAW6AG6W7MBBBKQ,1617644649389,0,True,"JAPUSOON Upright Bike Stand, Adjustable Vertical Bike Rack for Garage & Home, Easy Install Indoor Bike Stand, Vertical & Horizontal Freestanding Floor Bike Stand for Wheels Sizes up to 29”",2,38,"yeah, i agree with other reviews - the instructions could be more detailed, but overall i'm happy with this stand. to my surprise, it is very sturdy; even the top bit with a hook doesn't move at all.",3,Positive
5.0,WORKS GREAT!!!,I love how this works for my antelope skull!  What a great product and design!  I will be purchasing another for my 2018 Mule Deer as well!,[],B0041IT6T8,B0BPMDN1RB,AHFNDPKG3ZXKPJHXQ2OBLET2ZU4A,1550512245503,0,True,"Skull Hooker Little Hooker Trophy Mount - Perfect Kit for Hanging and Mounting Hogs, Aoudad, Alligator, Black Bear Skulls for Display - Available in Graphite Black and Robust Brown",2,27,i love how this works for my antelope skull! what a great product and design! i will be purchasing another for my 2018 mule deer as well!,2,Positive
5.0,Really like them.,I got the yellow and I wear a women’s 10 with a high arch and somewhat wide foot. They were very tight at first but after 2 months they are perfect. I worked up to swimming for exercise 4 times per week for an hour and use them all the time to burn more calories.,[],B003TQ6OMU,B00D2UMA4Y,AGP7RR6HE3Q6HNLJPSEQIPOZRREA,1542679772713,0,True,TYR SPORT EBP Burner Fin (Color of Fin is By Size),2,55,i got the yellow and i wear a women’s 10 with a high arch and somewhat wide foot. they were very tight at first but after 2 months they are perfect. i worked up to swimming for exercise 4 times per week for an hour and use them all the time to burn more calories.,1,Positive
5.0,Awesome,It's small and perfect for and pistol that I put it on it definitely worth getting very accurate with hitting your target,[],B06Y1Y8J6R,B06Y1Y8J6R,AHRPWPYU5LHB27DZVZBZFHRR6T2A,1504562950009,0,True,Tacticon Laser Sight | Rifle Handgun | Weaver or Picatinny Rail | Red Dot Ler Sight Pistol | Tactical Sights Airsoft | Laser Sight | Scope Hand Gun Rifles | Laser Pointer Pistol | Air Soft Optic,2,22,it's small and perfect for and pistol that i put it on it definitely worth getting very accurate with hitting your target,5,Positive
5.0,Fun toy,Super easy to inflate. Very sturdy and durable.,[],B0B4SG7R9N,B0B4SG7R9N,AEGRVAY5EN2V4GSGWLGN3NBXQ3LA,1670543992027,0,False,"Punching Bag for Kids Karate Kickboxing, Upgraded Kids 47 Inches Boxing Bag with Stand Bounce Back Quickly, Inflatable Toys Also for Anger Management, Energy Release, Taekwondo, Gift for Boys Girls",2,8,super easy to inflate. very sturdy and durable.,5,Positive
5.0,Solid wiffle balls,I ordered these to have batting practice in my back yard with my kids without breaking anything. We used these with a regular yellow wiffle ball bat. The balls were solid and held their shape after being hit repeatedly. They held up well with no cracks.  I recommend these balls,[],B0BQ357SM1,B0C3HH8SK5,AHBOPX7IC7ORNDXB5HG3R6ULELUA,1678047845544,0,False,20 Pack Baseball Practice Balls - Soft Training Baseballs for Batting Hitting Pitching - Hollow Airflow Softball - Limited Flight Lightweight Mini Ball for Indoor & Outdoor Sport 9 Inches 26 Holes,2,50,i ordered these to have batting practice in my back yard with my kids without breaking anything. we used these with a regular yellow wiffle ball bat. the balls were solid and held their shape after being hit repeatedly. they held up well with no cracks. i recommend these balls,1,Positive
5.0,Look good,Look good. Just as good as advertised.,[],B08LL954FR,B08LPHHFXZ,AHHLHQMRC5NQZFLJJDKKYR5MCX2A,1644449514373,0,True,YouTheFan NHL 3D Logo Series Ornament,2,7,look good. just as good as advertised.,3,Positive
5.0,Nice purchase,Loved the sturdiness of the ball.  A little slippery but easy to adjust and it on with those wall balls!,[],B01JMIJ2FO,B08S69TPRR,AHKXSTZQSNOVBBL4OD27BLMTWPJQ,1577897846969,0,True,Titan Fitness Soft Medicine Wall Balls,2,20,loved the sturdiness of the ball. a little slippery but easy to adjust and it on with those wall balls!,1,Positive
5.0,Works well for bike tires,Works well for bike tires. I haven't tried the other attachments yet. It is very sturdy and can pump a lot of air quickly. The digital readout is very handy and seems to be accurate.,[],B00S71V4DQ,B00S71V4DQ,AHZ6R4ZTGEJXTYISYOYCESWU44RA,1459527327000,1,True,"Xtreme Air Bike Pump - Built-in digital pressure gauge, 3 inflation needles. Easy connect valve inflates to 160 PSI",2,35,works well for bike tires. i haven't tried the other attachments yet. it is very sturdy and can pump a lot of air quickly. the digital readout is very handy and seems to be accurate.,5,Positive
5.0,On golf cart,Plug it in and go  took two minute,[],B07F12X24K,B07F12X24K,AEOAM7SFOIHJGXVV7JLOKEJY2MBA,1568726607482,0,True,"Panglong Club Car Voltage Regulator, Fit 2004-up Precedent 4-Cycle 12V Gas and 2018-UP Tempo Golf Cart,1025159-01 1028033-01",2,8,plug it in and go took two minute,3,Positive
5.0,"Fun for my daughter, cardio for me","I have to admit the first reason I bought this scooter was because I wanted to ride on it. As much as I don't want to admit it, it is so much fun just like the old days. I was initially worried it couldn't support my weight but it turned out this is so well built that it only deflects a little in the middle and returns to its original shape once I get off of it. My daughter, on the other hand, is still a little too young to ride on the scooter by herself. I have to hold her hands onto the handle bars and push forward the scooter for her. The most fun thing for a baby her age is obviously to stare at the wheels that light up when spinning. And of course, the faster they spin, the more they light up and the happier my daughter is. It has been a good cardio exercise for my husband and I. But hey, so long as the baby loves it, it's worth the sweat.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08CRSWN88,B08CRSWN88,AHYS43OUDJFKDU36WXMF6V736VFA,1601107879645,2,True,"MiniBoss Kick Scooter for Kids, 3 Wheels Kids Scooter with Fashional Lights, Folding Kids Scooter, Flexible Scooter for Kids with Wide Deck and Adjustable Ergonomic Hand Bar, for 2 to 12 Years Kids",2,177,"i have to admit the first reason i bought this scooter was because i wanted to ride on it. as much as i don't want to admit it, it is so much fun just like the old days. i was initially worried it couldn't support my weight but it turned out this is so well built that it only deflects a little in the middle and returns to its original shape once i get off of it. my daughter, on the other hand, is still a little too young to ride on the scooter by herself. i have to hold her hands onto the handle bars and push forward the scooter for her. the most fun thing for a baby her age is obviously to stare at the wheels that light up when spinning. and of course, the faster they spin, the more they light up and the happier my daughter is. it has been a good cardio exercise for my husband and i. but hey, so long as the baby loves it, it's worth the sweat.",0,Positive
5.0,Perfect Bag,I like the size and durability of this clear bag. I use it for work and it’s great for everyday use. I’ve gotten compliments on it too.,[],B09BM6LPF1,B0BFXKTNYQ,AFG4QLVYWY3GAKHG45R7A3NBUL6Q,1651596649193,0,True,Paxiland Clear Backpack Small Stadium Approved for Women Clear Bag for Work Travel Concert Sports,2,27,i like the size and durability of this clear bag. i use it for work and it’s great for everyday use. i’ve gotten compliments on it too.,2,Positive
5.0,Light it up!,So Cool!! Easy to setup with the tape they include. It has a long cord to go down the back to turn on and off easy. This thing is BRIGHT! Lights up the area a bit and really helps so we can play longer in the dark.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL.jpg', 'attachment_type': 'IMAGE'}]",B01FS4P8RC,B01FS4P8RC,AEB7GI4XYXL4YRUSIWZUBDM7H52A,1568608702035,1,True,"GlowCity Light Up LED Rim Kit with LED Basketball Included - Green, Size 7 Basketball (Official Size)",2,47,so cool!! easy to setup with the tape they include. it has a long cord to go down the back to turn on and off easy. this thing is bright! lights up the area a bit and really helps so we can play longer in the dark.,3,Positive
5.0,It is easy to use and the quality is very good,This punk has been working for more than a year now without any problems. It is easy to use and the quality is very good.,[],B00165Q912,B00165Q912,AHU2OKE4UAFSB7OUSRSSD5D2D3QQ,1421846896000,0,True,Avenir MTB Shock Bike Pump with Gauge (Silver/Black),2,25,this punk has been working for more than a year now without any problems. it is easy to use and the quality is very good.,3,Positive
5.0,Never disappointed! Love ‘em,"I love Ododos leggings. I now have roughly 4 pair and these may be my favorite. Soft, just thick enough material, beautiful color, and affordable. Psst... Squat proof as well.",[],B071ZF8YPM,B0994FNNNN,AFBFWH3KZOZJU47IZZORMPWPXOIA,1610908989976,0,True,"ODODOS Women's High Waisted Yoga Capris with Pockets,Tummy Control Non See Through Workout Sports Running Capri Leggings",2,30,"i love ododos leggings. i now have roughly 4 pair and these may be my favorite. soft, just thick enough material, beautiful color, and affordable. psst... squat proof as well.",1,Positive
5.0,Xmas gift,Son really likes it,[],B074V1FMDT,B074V1FMDT,AFTRVXA4UQTWXCIU5S6QISY65QHQ,1609802471530,0,True,KETTLE GRYP - The Original - As Seen on SHARK TANK! Converts Your Dumbbells Into Kettlebells - Made in the USA - Dumbbell Grip Handle,2,4,son really likes it,3,Positive
5.0,Great soccer ball.  Stays inflated.,"This is a great soccer ball for the price.  My kids have been using it nearly every day for the past two weeks, and it hasn't deflated like so many other balls do.  I would definitely purchase this ball again.",[],B00091PQWW,B00091PQW2,AHE7Z2QT5BV223TTZDNGV5KFMF5Q,1431324803000,0,True,Mikasa Serious Soccer Ball,2,40,"this is a great soccer ball for the price. my kids have been using it nearly every day for the past two weeks, and it hasn't deflated like so many other balls do. i would definitely purchase this ball again.",5,Positive
5.0,Excellent all-in-one option!,This is a great product. I was very pleased with the quality and easy assembly process.,[],B000I641UQ,B07L88Q1ND,AFJ3ORAT6NFOHMZIXVE2OR3W7DVA,1626113912469,1,True,Kamp-Rite Oversize Tent Cot Folding Outdoor Camping Hiking Sleeping Bed,2,16,this is a great product. i was very pleased with the quality and easy assembly process.,3,Positive
5.0,Works good. Could improve security features,"It rained pretty heavy last night and the bike is good. The only thing I don't like is where the lock goes as my lock is not that type so it's harder to secure, but it works as I have the bike inside the property I just wanted it for weather protection.",[],B075YTNRLW,B08F7LL3PH,AEYJJ2NV3VD3P2CQQ6JDTMC4CQYA,1615411685398,0,True,Puroma Bike Cover Outdoor Waterproof Bicycle Covers Rain Sun UV Dust Wind Proof with Lock Hole for Mountain Road Electric Bike,2,52,"it rained pretty heavy last night and the bike is good. the only thing i don't like is where the lock goes as my lock is not that type so it's harder to secure, but it works as i have the bike inside the property i just wanted it for weather protection.",2,Positive
5.0,Great for making dog leashes.,Great for making dog leashes.,[],B01H5CY7SQ,B07BQYP6CW,AFSKYOVUCMDX5EQOVDWWUOSF4TRQ,1577926967258,0,True,GM CLIMBING 8mm (5/16in) Accessory Cord Rope Double Braid Pre Cut CE/UIAA,2,5,great for making dog leashes.,5,Positive
5.0,Five Stars,"Great product, price , and fast shipping.",[],B000WEOQV8,B09T6FC2X8,AFIQXKPBHSMXQM2NAWBOZC7YHBKA,1420211127000,0,True,Rapidfire Chimney Starter,2,7,"great product, price , and fast shipping.",3,Positive
5.0,I would buy it again. More comfortable then most.,The paracord makes the strap more comfortable for basic carry then a regular strap.,[],B00AUDWYEW,B00AUDWYEW,AENYSDJ4ZZJDF7NRW7P6Q5WT3KZA,1475386465000,0,True,"550 lb Paracord Survival 2-Point Gun/Rifle Sling (Dark Brown, 1.25"" Wide Canvas)",2,14,the paracord makes the strap more comfortable for basic carry then a regular strap.,5,Positive
5.0,40z are the size of large thermos,Beware with the size: 40 ounces are too large to hold comforting the hand,[],B075W1HBSH,B0C6B2TT89,AHAWRDSYWY5SN76KV7BRTM5R6IUA,1639695356421,0,True,"Takeya Originals Vacuum Insulated, 18 Ounce, Navy Stainless Steel Water Bottle, 18 oz",2,14,beware with the size: 40 ounces are too large to hold comforting the hand,1,Positive
5.0,Excited Red Sox fan!!,Very pleased when they arrived!! Very heavy and good quality!! They fit perfect in my Jeep and my brothers liked them so much they bought some of their own!!,[],B000R3SU2U,B00BUQH9GG,AFHS7RQLY54SAYYMKIVFMM2TC35A,1335613403000,1,True,"FANMATS MLB Boston Red Sox 2-pc Vinyl Heavy Duty Car Mat, 18""x27""",2,29,very pleased when they arrived!! very heavy and good quality!! they fit perfect in my jeep and my brothers liked them so much they bought some of their own!!,3,Positive
5.0,Good,Use in the gym when lifting weight.  They are padded well.,[],B07DNW82XL,B0C2PH3M98,AENV4OGDKO5YUSGCHMIFUGGWAMHQ,1546746627362,0,True,"SIMARI Workout Gloves Men and Women Weight Lifting Gloves with Wrist Wraps Support for Gym Training, Full Palm Protection for Fitness, Weightlifting, Exercise, Hanging, Pull ups",2,11,use in the gym when lifting weight. they are padded well.,5,Positive
5.0,Five Stars,My daughter loves it. Holds all her gear,[],B00DI6GLG0,B00DI6GLG0,AFUYXT2CROFIAPXIXYOIETPBFGAA,1431784065000,0,True,Mizuno Swagger Wheel Bag,2,8,my daughter loves it. holds all her gear,3,Positive
5.0,Great bottle!,"I'm so happy I made this purchase.  I always try to support companies making their products in the USA.  Above and beyond that, it is a wonderful bottle.  It's a great design with a cap that is a breeze to take off and put back on.  It's easy to drink from and it feels good in your hand.",[],B002R0QIPC,B002R0QIPC,AFKF5UPFZV74BUBM3BIJE5ZFNM7Q,1367800585000,0,True,Liberty Bottle Works Audrey Kranz Bottle,2,58,"i'm so happy i made this purchase. i always try to support companies making their products in the usa. above and beyond that, it is a wonderful bottle. it's a great design with a cap that is a breeze to take off and put back on. it's easy to drink from and it feels good in your hand.",2,Positive
5.0,Brand new,I got this rucksack really fast (4 days) and it is in perfect brand new condition. They even included the sustainment pouches. Definitely recommend!,[],B015TNL00G,B015TNL00G,AGMT6KWWOEKFA6DF6IQBMY6HTFRA,1633035515410,0,True,"Military Outdoor Clothing Previously Issued US G.I. Large ACU Rucksack Complete with Frame, Shoulder Straps, and Waist Belt",2,24,i got this rucksack really fast (4 days) and it is in perfect brand new condition. they even included the sustainment pouches. definitely recommend!,2,Positive
5.0,Would buy again!,Very nice quality! I read the reviews saying it stained the floor was putting black everywhere that was not true in my case. I love it!,[],B07QXLZNN9,B0B9G2ZS6P,AEY23PBU6KXUXKBQXKK2INOT5DFQ,1619671869238,0,True,BalanceFrom Heavy Duty Thick Real Rubber Mat Exercise Equipment Floor Mat,2,26,very nice quality! i read the reviews saying it stained the floor was putting black everywhere that was not true in my case. i love it!,3,Positive
5.0,Five Stars,Great mask. Way better then the old style snorkels.,[],B01CSOHF62,B07R41Z6HF,AGTJ75UKSXQ7SXAW7NKJ5WYX6GLQ,1473965637000,0,True,"Vaincre 180° Full Face Snorkel Mask with Panoramic View Anti-Fog, Anti-Leak with Adjustable Head Straps - See Larger Viewing Area Than Traditional Masks for Kids, Youth and Adult",2,9,great mask. way better then the old style snorkels.,2,Positive
