rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_name,sentiment,word_count,text_length,helpful_log,clean_text_final
5.0,Great for Kid's Party!,"these flag belts seem to be well made. no issues with material fraying, came with the right amount of belts per color. the belt clips are nice and sturdy. i have not had any issues with it so far and i’m really happy with this product. i’ll be sure to update the review if that changes over time.",[],B0BD6RDWC6,B0BD6RDWC6,AEHJ74GTXNWZ3MTAXRLFRPKVWW3A,2023-01-17 03:18:37.609,0,False,"Hilhook Flag Football Belts, 14 Player Adjustable Flag Football Set with 42 Flags for Youth and Adults Training Equipment",2,58,296,0.0,flag belt seem well made issu materi fray came right amount belt per color belt clip nice sturdi issu far realli happi product sure updat review chang time
5.0,but it does a great job protecting your things from sweat/liquid,"seems to work well. is a bit larger than i expected, but still lightweight. strong velcro closure that doesn't get caught on clothing at all. it seems to trap body heat in a bit and gets rather warm, but it does a great job protecting your things from sweat/liquid. easily worn either under or over most clothing.",[],B00YBN6B0U,B00YBN6B0U,AFDBMUIDPRJHCFTK5XC4K3GGVESQ,2015-10-20 18:45:33.000,0,True,"Runners Belt for iPhone x, 7, 8 Plus. Stylish Adjustable Running Belt. Used as Discreet Waist Pack/Fanny Packs, Perfect Cell Phone Holder. Flat Comfortable Sweatproof Band, Versatile Hip Bag to Wear",2,57,313,0.0,seem work well bit larger expect still lightweight strong velcro closur get caught cloth seem trap bodi heat bit get rather warm great job protect thing easili worn either cloth
5.0,Five Stars,they are as described.,[],B00UTUJXL8,B07C14Q4GM,AFFF5QR3KECFDHABOXQ2RH7BV6QQ,2017-08-07 19:31:45.333,0,True,Sea Pearls Soft Mesh Weights,2,4,22,0.0,describ
5.0,Does the job!,great for the price! i really have been enjoying the rack.,[],B00TRTSMG4,B07QBWFCMS,AGCZKN3G5H2QWIICR7RSUZVWRQKA,2020-05-13 02:41:34.107,0,True,"Allen Sports Deluxe 2-Bike Hitch Mount Rack , Silver/Black (522RR)",2,11,58,0.0,great price realli enjoy rack
5.0,These stickers are perfect easy to apply and remove,this product is a must if you are concerned about contact and where your pattern is.these stickers are perfect easy to apply and remove. they leave great ball prints you can get around 4 to 6 reps and each sticker and if you are striking it perfectly you will see the center getting darker. remembercontact is king.,[],B00JEE95T0,B00JEE95T0,AFSQD3LDMXEI4HSA5FAAKDXFCXLA,2018-03-08 08:11:45.153,0,True,Standard Roll - Universal Irons,2,58,321,0.0,product must concern contact pattern sticker perfect easi appli remov leav great ball print get around rep sticker strike perfect see center get darker remembercontact king
5.0,Good deal,so far holding up great and they’ve gotten lots of use by two rough boys.,[],B07BZS9FJ2,B07BZS9FJ2,AEMACPFQTBWMOFBPKR7BHINY2B5Q,2020-07-13 12:18:51.190,9,True,"Wavestorm 40"" Bodyboard 2-Pack , Blue red and Blue Yellow",2,15,73,2.302585092994046,far hold great gotten lot use two rough boy
5.0,Wife loves it!,"pretty easy to install and my wife is actually using it to store her sup. just have to remind her that the skeg needs to be pointing to the ceiling when storing so tall folks can walk under it. not a fault of the product, just a low ceiling in the garage. cheers!",[],B07934TBTR,B07DKD5D39,AGEVQOSC6NJULF3XWPCCHVOZR6EA,2019-06-29 16:35:17.745,0,True,"StoreYourBoard Standup Paddleboard and Surfboard Ceiling Storage Pulley System, Garage Mount Hoist, Heavy Duty Holds 150 lbs",2,53,263,0.0,pretti easi instal wife actual use store sup remind skeg need point ceil store tall folk walk fault product low ceil garag cheer
5.0,They are great!,my grandson was so excited to get these. they are great!,[],B00CCSBG06,B00CCSBG06,AFXGKBFCCFN4Q3SF2JF6EZYGVEDQ,2017-02-19 19:28:55.000,0,True,Avery Outdoors Hunting Gear PG FB Snow-Blue-Harvester Pack (Dozen),2,11,56,0.0,grandson excit get great
5.0,Stellar light,700 lumens power is spot on. rechargeable battery keeps me coming back for more. in below zero f temps i just clip it in and hit the on button. what's not to like?,[],B008TWG67M,B07RNSBT7R,AHWGKXZXARXZTREE76TEMAFDGT6A,2013-01-26 10:45:26.000,0,True,Cygolite Expilion 750 USB Bicycle Headlight,2,33,163,0.0,lumen power spot recharg batteri keep come back zero temp clip hit button like
5.0,Great product,best roller i've used so far.,[],B06Y2LW6NN,B06Y2LW6NN,AG2J5LBSCAK7LIQPSMIJEJPYPX2A,2019-09-27 06:01:52.931,0,True,RumbleRoller Gator - 22 Foam Roller - Foam Muscle Roller Optimized for Cross Frictional Massage,2,6,29,0.0,best roller use far
5.0,Five Stars,great product for the price,[],B014CWM202,B014CWM202,AHOOKYTFAYQROXYANQOBFBXVQRPQ,2018-03-27 16:46:53.738,0,True,KLOUD City Pack of 3 Circle Water Bottle/Beer Bottle Buckle/Carrying Clips/Holders/Hook with Adjustable Shoulder Strap/Neck Strap/Hand Strap for Camping Hiking Outdoor Travel,2,5,27,0.0,great product price
5.0,Good value for money,"didn't try it on my self, but the taser sounds mean! the flashlight could be more bright.",[],B00R5J1BXY,B00R5J1BXY,AFLO644HIIZ7QNE3MWPAGT2IWWBA,2019-05-21 10:33:00.608,0,True,"SABRE 2-in-1 Stun Gun with Flashlight and Belt Holster, Emits 1.60 Powerful Pain Inducing Microcoulombs (µC) Charge, 120 Lumen LED Flashlight, Rubberized Grip, Compact Design, Rechargeable",2,17,89,0.0,tri self taser sound mean flashlight could bright
5.0,Good purchase,good selection of flies. nice case. good price.,[],B0721XQPS6,B0721XQPS6,AHHOATWGCYTPPDGBPZGMLIALP3KA,2020-11-07 16:11:08.272,0,True,"FISHINGSIR Fly Fishing Flies Kit - 64/100/110/120pcs Handmade Fly Fishing Lures - Dry/Wet Flies,Streamer, Nymph, Emerger with Waterproof Fly Box",2,8,47,0.0,good select fli nice case good price
5.0,Beautiful bottle and good quality!!!,beautiful bottle and good quality. i love the encouragement message it has to help you drink more water and stay healthy.  i’ll definitely recommend it!,"[{'small_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/617vYRnqC1L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0894HCFDV,B081CVNTF3,AFP6FI7EKDC4ESNR3EJD7KWKTSLQ,2022-06-10 19:16:14.765,0,True,"Elvira 32oz Motivational Fitness Sports Water Bottle with Time Marker & Removable Strainer,Fast Flow,Flip Top Leakproof Durable BPA Free Non-Toxic",2,25,152,0.0,beauti bottl good qualiti love encourag messag help drink water stay healthi definit recommend
5.0,Nice and durable.,nice and durable.,[],B01MDVJ89Z,B09D3GSLRZ,AE372LKUJP23G6HBYFG35DLSTL5A,2019-04-19 13:55:53.703,0,True,"Cartman 6 Pack 1""x18"" Soft Loop Motorcycle Tie Down Straps 3600lbs Load Capacity Tie-Down Loops for Secure Trailering of Bikes, ATV, Lawn Equipment, Orange",2,3,17,0.0,nice durabl
5.0,"Easy to install, excellent action",the spring returns quickly but not so forcefully as to damage the tender parts.  actual weight with uncut cable and remote is 719.6 g.  i recommend this for any budget-minded build.,[],B06XZQ6YGX,B06XZ7TPZ6,AF4L67525MYGBEUFIXYFXJUSJYSA,2017-11-05 14:23:01.087,3,True,"Cascade Dropper Post, 125/150/170mm Travel, External Routing",2,31,181,1.3862943611198906,spring return quick forc damag tender part actual weight uncut cabl remot recommend build
5.0,Hours of fun,my grandson loves this!!,[],B077SMJH59,B077SMJH59,AFL4LIPUSZUQ3VG3QEWBHQAIT7WA,2019-05-07 15:16:27.826,2,True,Sportspower MSC-84MFT-WM Bounce Pro 7' My First Trampoline Hexagon or Kids,2,4,24,1.0986122886681096,grandson love
5.0,Love the look and my shoes grip very well,the title pretty much says it all. happy with these yes,[],B07GNMSNQM,B083PW52GK,AHN4BAAZRWDSOPIZLTSBCE3G6VUA,2022-01-04 21:13:41.829,0,True,"MZYRH Mountain Bike Pedals, Ultra Strong Colorful CNC Machined 9/16"" Cycling Sealed 3 Bearing Pedals",2,11,55,0.0,titl pretti much say happi yes
5.0,Surprisingly sturdy,"yeah, i agree with other reviews - the instructions could be more detailed, but overall i'm happy with this stand. to my surprise, it is very sturdy; even the top bit with a hook doesn't move at all.",[],B07QCRXD13,B09TVJRHG6,AFPIGOGXMZDFWMAW6AG6W7MBBBKQ,2021-04-05 17:44:09.389,0,True,"JAPUSOON Upright Bike Stand, Adjustable Vertical Bike Rack for Garage & Home, Easy Install Indoor Bike Stand, Vertical & Horizontal Freestanding Floor Bike Stand for Wheels Sizes up to 29”",2,38,199,0.0,yeah agre review instruct could detail overal happi stand surpris sturdi even top bit hook move
5.0,WORKS GREAT!!!,i love how this works for my antelope skull!  what a great product and design!  i will be purchasing another for my 2018 mule deer as well!,[],B0041IT6T8,B0BPMDN1RB,AHFNDPKG3ZXKPJHXQ2OBLET2ZU4A,2019-02-18 17:50:45.503,0,True,"Skull Hooker Little Hooker Trophy Mount - Perfect Kit for Hanging and Mounting Hogs, Aoudad, Alligator, Black Bear Skulls for Display - Available in Graphite Black and Robust Brown",2,27,139,0.0,love work antelop skull great product design purchas anoth mule deer well
5.0,Really like them.,i got the yellow and i wear a women’s 10 with a high arch and somewhat wide foot. they were very tight at first but after 2 months they are perfect. i worked up to swimming for exercise 4 times per week for an hour and use them all the time to burn more calories.,[],B003TQ6OMU,B00D2UMA4Y,AGP7RR6HE3Q6HNLJPSEQIPOZRREA,2018-11-20 02:09:32.713,0,True,TYR SPORT EBP Burner Fin (Color of Fin is By Size),2,55,263,0.0,got yellow wear women high arch somewhat wide foot tight first month perfect work swim exercis time per week hour use time burn calori
5.0,Awesome,it's small and perfect for and pistol that i put it on it definitely worth getting very accurate with hitting your target,[],B06Y1Y8J6R,B06Y1Y8J6R,AHRPWPYU5LHB27DZVZBZFHRR6T2A,2017-09-04 22:09:10.009,0,True,Tacticon Laser Sight | Rifle Handgun | Weaver or Picatinny Rail | Red Dot Ler Sight Pistol | Tactical Sights Airsoft | Laser Sight | Scope Hand Gun Rifles | Laser Pointer Pistol | Air Soft Optic,2,22,121,0.0,small perfect pistol put definit worth get accur hit target
5.0,Fun toy,super easy to inflate. very sturdy and durable.,[],B0B4SG7R9N,B0B4SG7R9N,AEGRVAY5EN2V4GSGWLGN3NBXQ3LA,2022-12-08 23:59:52.027,0,False,"Punching Bag for Kids Karate Kickboxing, Upgraded Kids 47 Inches Boxing Bag with Stand Bounce Back Quickly, Inflatable Toys Also for Anger Management, Energy Release, Taekwondo, Gift for Boys Girls",2,8,47,0.0,super easi inflat sturdi durabl
5.0,Solid wiffle balls,i ordered these to have batting practice in my back yard with my kids without breaking anything. we used these with a regular yellow wiffle ball bat. the balls were solid and held their shape after being hit repeatedly. they held up well with no cracks.  i recommend these balls,[],B0BQ357SM1,B0C3HH8SK5,AHBOPX7IC7ORNDXB5HG3R6ULELUA,2023-03-05 20:24:05.544,0,False,20 Pack Baseball Practice Balls - Soft Training Baseballs for Batting Hitting Pitching - Hollow Airflow Softball - Limited Flight Lightweight Mini Ball for Indoor & Outdoor Sport 9 Inches 26 Holes,2,50,278,0.0,order bat practic back yard kid without break anyth use regular yellow wiffl ball bat ball solid held shape hit repeat held well crack recommend ball
5.0,Look good,look good. just as good as advertised.,[],B08LL954FR,B08LPHHFXZ,AHHLHQMRC5NQZFLJJDKKYR5MCX2A,2022-02-09 23:31:54.373,0,True,YouTheFan NHL 3D Logo Series Ornament,2,7,38,0.0,look good good advertis
5.0,Nice purchase,loved the sturdiness of the ball.  a little slippery but easy to adjust and it on with those wall balls!,[],B01JMIJ2FO,B08S69TPRR,AHKXSTZQSNOVBBL4OD27BLMTWPJQ,2020-01-01 16:57:26.969,0,True,Titan Fitness Soft Medicine Wall Balls,2,20,104,0.0,love sturdi ball littl slipperi easi adjust wall ball
5.0,Works well for bike tires,works well for bike tires. i haven't tried the other attachments yet. it is very sturdy and can pump a lot of air quickly. the digital readout is very handy and seems to be accurate.,[],B00S71V4DQ,B00S71V4DQ,AHZ6R4ZTGEJXTYISYOYCESWU44RA,2016-04-01 16:15:27.000,1,True,"Xtreme Air Bike Pump - Built-in digital pressure gauge, 3 inflation needles. Easy connect valve inflates to 160 PSI",2,35,182,0.6931471805599453,work well bike tire tri attach yet sturdi pump lot air quick digit readout handi seem accur
5.0,On golf cart,plug it in and go  took two minute,[],B07F12X24K,B07F12X24K,AEOAM7SFOIHJGXVV7JLOKEJY2MBA,2019-09-17 13:23:27.482,0,True,"Panglong Club Car Voltage Regulator, Fit 2004-up Precedent 4-Cycle 12V Gas and 2018-UP Tempo Golf Cart,1025159-01 1028033-01",2,8,34,0.0,plug took two minut
5.0,"Fun for my daughter, cardio for me","i have to admit the first reason i bought this scooter was because i wanted to ride on it. as much as i don't want to admit it, it is so much fun just like the old days. i was initially worried it couldn't support my weight but it turned out this is so well built that it only deflects a little in the middle and returns to its original shape once i get off of it. my daughter, on the other hand, is still a little too young to ride on the scooter by herself. i have to hold her hands onto the handle bars and push forward the scooter for her. the most fun thing for a baby her age is obviously to stare at the wheels that light up when spinning. and of course, the faster they spin, the more they light up and the happier my daughter is. it has been a good cardio exercise for my husband and i. but hey, so long as the baby loves it, it's worth the sweat.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/715WkYN5GGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B08CRSWN88,B08CRSWN88,AHYS43OUDJFKDU36WXMF6V736VFA,2020-09-26 08:11:19.645,2,True,"MiniBoss Kick Scooter for Kids, 3 Wheels Kids Scooter with Fashional Lights, Folding Kids Scooter, Flexible Scooter for Kids with Wide Deck and Adjustable Ergonomic Hand Bar, for 2 to 12 Years Kids",2,177,856,1.0986122886681096,admit first reason bought scooter want ride much want admit much fun like old day initi worri could support weight turn well built deflect littl middl return origin shape get daughter hand still littl young ride scooter hold hand onto handl bar push forward scooter fun thing babi age obvious stare wheel light spin cours faster spin light happier daughter good cardio exercis husband hey long babi love worth sweat
5.0,Perfect Bag,i like the size and durability of this clear bag. i use it for work and it’s great for everyday use. i’ve gotten compliments on it too.,[],B09BM6LPF1,B0BFXKTNYQ,AFG4QLVYWY3GAKHG45R7A3NBUL6Q,2022-05-03 16:50:49.193,0,True,Paxiland Clear Backpack Small Stadium Approved for Women Clear Bag for Work Travel Concert Sports,2,27,135,0.0,like size durabl clear bag use work great everyday use gotten compliment
5.0,Light it up!,so cool!! easy to setup with the tape they include. it has a long cord to go down the back to turn on and off easy. this thing is bright! lights up the area a bit and really helps so we can play longer in the dark.,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/610Pdc9-ZBL.jpg', 'attachment_type': 'IMAGE'}]",B01FS4P8RC,B01FS4P8RC,AEB7GI4XYXL4YRUSIWZUBDM7H52A,2019-09-16 04:38:22.035,1,True,"GlowCity Light Up LED Rim Kit with LED Basketball Included - Green, Size 7 Basketball (Official Size)",2,47,214,0.6931471805599453,cool easi setup tape includ long cord back turn easi thing bright light area bit realli help play longer dark
5.0,It is easy to use and the quality is very good,this punk has been working for more than a year now without any problems. it is easy to use and the quality is very good.,[],B00165Q912,B00165Q912,AHU2OKE4UAFSB7OUSRSSD5D2D3QQ,2015-01-21 13:28:16.000,0,True,Avenir MTB Shock Bike Pump with Gauge (Silver/Black),2,25,121,0.0,punk work year without problem easi use qualiti good
5.0,Never disappointed! Love ‘em,"i love ododos leggings. i now have roughly 4 pair and these may be my favorite. soft, just thick enough material, beautiful color, and affordable. psst... squat proof as well.",[],B071ZF8YPM,B0994FNNNN,AFBFWH3KZOZJU47IZZORMPWPXOIA,2021-01-17 18:43:09.976,0,True,"ODODOS Women's High Waisted Yoga Capris with Pockets,Tummy Control Non See Through Workout Sports Running Capri Leggings",2,30,175,0.0,love ododo leg rough pair may favorit soft thick enough materi beauti color afford psst squat proof well
5.0,Xmas gift,son really likes it,[],B074V1FMDT,B074V1FMDT,AFTRVXA4UQTWXCIU5S6QISY65QHQ,2021-01-04 23:21:11.530,0,True,KETTLE GRYP - The Original - As Seen on SHARK TANK! Converts Your Dumbbells Into Kettlebells - Made in the USA - Dumbbell Grip Handle,2,4,19,0.0,son realli like
5.0,Great soccer ball.  Stays inflated.,"this is a great soccer ball for the price.  my kids have been using it nearly every day for the past two weeks, and it hasn't deflated like so many other balls do.  i would definitely purchase this ball again.",[],B00091PQWW,B00091PQW2,AHE7Z2QT5BV223TTZDNGV5KFMF5Q,2015-05-11 06:13:23.000,0,True,Mikasa Serious Soccer Ball,2,40,209,0.0,great soccer ball price kid use near everi day past two week deflat like mani ball would definit purchas ball
5.0,Excellent all-in-one option!,this is a great product. i was very pleased with the quality and easy assembly process.,[],B000I641UQ,B07L88Q1ND,AFJ3ORAT6NFOHMZIXVE2OR3W7DVA,2021-07-12 18:18:32.469,1,True,Kamp-Rite Oversize Tent Cot Folding Outdoor Camping Hiking Sleeping Bed,2,16,87,0.6931471805599453,great product pleas qualiti easi assembl process
5.0,Works good. Could improve security features,"it rained pretty heavy last night and the bike is good. the only thing i don't like is where the lock goes as my lock is not that type so it's harder to secure, but it works as i have the bike inside the property i just wanted it for weather protection.",[],B075YTNRLW,B08F7LL3PH,AEYJJ2NV3VD3P2CQQ6JDTMC4CQYA,2021-03-10 21:28:05.398,0,True,Puroma Bike Cover Outdoor Waterproof Bicycle Covers Rain Sun UV Dust Wind Proof with Lock Hole for Mountain Road Electric Bike,2,52,253,0.0,rain pretti heavi last night bike good thing like lock goe lock type harder secur work bike insid properti want weather protect
5.0,Great for making dog leashes.,great for making dog leashes.,[],B01H5CY7SQ,B07BQYP6CW,AFSKYOVUCMDX5EQOVDWWUOSF4TRQ,2020-01-02 01:02:47.258,0,True,GM CLIMBING 8mm (5/16in) Accessory Cord Rope Double Braid Pre Cut CE/UIAA,2,5,29,0.0,great make dog leash
5.0,Five Stars,"great product, price , and fast shipping.",[],B000WEOQV8,B09T6FC2X8,AFIQXKPBHSMXQM2NAWBOZC7YHBKA,2015-01-02 15:05:27.000,0,True,Rapidfire Chimney Starter,2,7,41,0.0,great product price fast ship
5.0,I would buy it again. More comfortable then most.,the paracord makes the strap more comfortable for basic carry then a regular strap.,[],B00AUDWYEW,B00AUDWYEW,AENYSDJ4ZZJDF7NRW7P6Q5WT3KZA,2016-10-02 05:34:25.000,0,True,"550 lb Paracord Survival 2-Point Gun/Rifle Sling (Dark Brown, 1.25"" Wide Canvas)",2,14,83,0.0,paracord make strap comfort basic carri regular strap
5.0,40z are the size of large thermos,beware with the size: 40 ounces are too large to hold comforting the hand,[],B075W1HBSH,B0C6B2TT89,AHAWRDSYWY5SN76KV7BRTM5R6IUA,2021-12-16 22:55:56.421,0,True,"Takeya Originals Vacuum Insulated, 18 Ounce, Navy Stainless Steel Water Bottle, 18 oz",2,14,73,0.0,bewar size ounc larg hold comfort hand
5.0,Excited Red Sox fan!!,very pleased when they arrived!! very heavy and good quality!! they fit perfect in my jeep and my brothers liked them so much they bought some of their own!!,[],B000R3SU2U,B00BUQH9GG,AFHS7RQLY54SAYYMKIVFMM2TC35A,2012-04-28 11:43:23.000,1,True,"FANMATS MLB Boston Red Sox 2-pc Vinyl Heavy Duty Car Mat, 18""x27""",2,29,157,0.6931471805599453,pleas arriv heavi good qualiti fit perfect jeep brother like much bought
5.0,Good,use in the gym when lifting weight.  they are padded well.,[],B07DNW82XL,B0C2PH3M98,AENV4OGDKO5YUSGCHMIFUGGWAMHQ,2019-01-06 03:50:27.362,0,True,"SIMARI Workout Gloves Men and Women Weight Lifting Gloves with Wrist Wraps Support for Gym Training, Full Palm Protection for Fitness, Weightlifting, Exercise, Hanging, Pull ups",2,11,58,0.0,use gym lift weight pad well
5.0,Five Stars,my daughter loves it. holds all her gear,[],B00DI6GLG0,B00DI6GLG0,AFUYXT2CROFIAPXIXYOIETPBFGAA,2015-05-16 13:47:45.000,0,True,Mizuno Swagger Wheel Bag,2,8,40,0.0,daughter love hold gear
5.0,Great bottle!,"i'm so happy i made this purchase.  i always try to support companies making their products in the usa.  above and beyond that, it is a wonderful bottle.  it's a great design with a cap that is a breeze to take off and put back on.  it's easy to drink from and it feels good in your hand.",[],B002R0QIPC,B002R0QIPC,AFKF5UPFZV74BUBM3BIJE5ZFNM7Q,2013-05-06 00:36:25.000,0,True,Liberty Bottle Works Audrey Kranz Bottle,2,58,288,0.0,happi made purchas alway tri support compani make product usa beyond wonder bottl great design cap breez take put back easi drink feel good hand
5.0,Brand new,i got this rucksack really fast (4 days) and it is in perfect brand new condition. they even included the sustainment pouches. definitely recommend!,[],B015TNL00G,B015TNL00G,AGMT6KWWOEKFA6DF6IQBMY6HTFRA,2021-09-30 20:58:35.410,0,True,"Military Outdoor Clothing Previously Issued US G.I. Large ACU Rucksack Complete with Frame, Shoulder Straps, and Waist Belt",2,24,148,0.0,got rucksack realli fast day perfect brand new condit even includ sustain pouch definit recommend
5.0,Would buy again!,very nice quality! i read the reviews saying it stained the floor was putting black everywhere that was not true in my case. i love it!,[],B07QXLZNN9,B0B9G2ZS6P,AEY23PBU6KXUXKBQXKK2INOT5DFQ,2021-04-29 04:51:09.238,0,True,BalanceFrom Heavy Duty Thick Real Rubber Mat Exercise Equipment Floor Mat,2,26,135,0.0,nice qualiti read review say stain floor put black everywher true case love
5.0,Five Stars,great mask. way better then the old style snorkels.,[],B01CSOHF62,B07R41Z6HF,AGTJ75UKSXQ7SXAW7NKJ5WYX6GLQ,2016-09-15 18:53:57.000,0,True,"Vaincre 180° Full Face Snorkel Mask with Panoramic View Anti-Fog, Anti-Leak with Adjustable Head Straps - See Larger Viewing Area Than Traditional Masks for Kids, Youth and Adult",2,9,51,0.0,great mask way better old style snorkel
5.0,"Great bike, great value","i love this bike. it's a lot of fun to ride and it's very peepy. i used to race motocross so its hard to impress me with torque. i use the bike to take my boxer for runs. truth be told i haven't even gone beyond pas2 and i haven't taken off the governor. i road it all winter in wisconsin and it performed great in the snow and icy conditions. now that spring is here i've gotten off road and it has no trouble with simple dirt roads and trails. this is a great bike, especially for the price. oh, i am disappointed in the breaks. i expected better stopping power from the hydraulic calipers. maybe its because they're a hybrid but they feel like mechanical breaks. enjoy.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91i4Y0s4rTL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91i4Y0s4rTL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91i4Y0s4rTL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91smerfm9tL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91smerfm9tL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/91smerfm9tL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B071HTQSZH,B071HTQSZH,AFVDVSGCMEP34XZZUOOBB7ALZJHQ,2021-03-27 01:12:00.233,2,False,"Cyrusher XF650 Electric Mountain Bike 26 * 4 inch Fat Tire E-Bike 7 Speeds Beach Cruiser Mens Sports Mountain Bike for Adults,48V 13AH Lithium Battery Beach Cruiser for Adults（Blue）",2,129,672,1.0986122886681096,love bike lot fun ride peepi use race motocross hard impress torqu use bike take boxer run truth told even gone beyond taken governor road winter wisconsin perform great snow ici condit spring gotten road troubl simpl dirt road trail great bike especi price disappoint break expect better stop power hydraul calip mayb hybrid feel like mechan break enjoy
